NEW ITER
7992.0, 5343.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
8266.0, 5036.0
7992.0, 5343.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
6855.0, 6406.0
6855.0, 6406.0
6855.0, 6406.0
6855.0, 6406.0
6855.0, 6406.0
NEW ITER
8345.0, 4444.0
8345.0, 4444.0
8345.0, 4444.0
8345.0, 4444.0
8345.0, 4444.0
8345.0, 4444.0
8345.0, 4444.0
8345.0, 4444.0
8345.0, 4444.0
8345.0, 4444.0
8345.0, 4444.0
8345.0, 4444.0
8345.0, 4444.0
8345.0, 4444.0
8345.0, 4444.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8266.0, 5036.0
8079.0, 5303.0
8079.0, 5303.0
8079.0, 5303.0
8079.0, 5303.0
8079.0, 5303.0
8079.0, 5303.0
8079.0, 5303.0
8079.0, 5303.0
8079.0, 5303.0
8079.0, 5303.0
8079.0, 5303.0
8079.0, 5303.0
8079.0, 5303.0
8079.0, 5303.0
8079.0, 5303.0
8079.0, 5303.0
8079.0, 5303.0
8079.0, 5303.0
8079.0, 5303.0
8079.0, 5303.0
8079.0, 5303.0
8079.0, 5303.0
8079.0, 5303.0
8079.0, 5303.0
8079.0, 5303.0
8079.0, 5303.0
8079.0, 5303.0
8079.0, 5303.0
8079.0, 5303.0
8079.0, 5303.0
8079.0, 5303.0
8079.0, 5303.0
8079.0, 5303.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7992.0, 5343.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
8266.0, 5036.0
7992.0, 5343.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7985.0, 5705.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7865.0, 5719.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7567.0, 5972.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7447.0, 5986.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
7440.0, 6348.0
6855.0, 6406.0
6855.0, 6406.0
6855.0, 6406.0
6855.0, 6406.0
6855.0, 6406.0
6855.0, 6406.0
6855.0, 6406.0
6855.0, 6406.0
6855.0, 6406.0
6855.0, 6406.0
6855.0, 6406.0
6855.0, 6406.0
6855.0, 6406.0
6855.0, 6406.0
6855.0, 6406.0
6855.0, 6406.0
6855.0, 6406.0
6855.0, 6406.0
6855.0, 6406.0
6855.0, 6406.0
6855.0, 6406.0
6855.0, 6406.0
6855.0, 6406.0
6855.0, 6406.0
6855.0, 6406.0
6855.0, 6406.0
6855.0, 6406.0
6855.0, 6406.0
NEW ITER
8345.0, 4444.0
8345.0, 4444.0
8345.0, 4444.0
8345.0, 4444.0
8345.0, 4444.0
8345.0, 4444.0
8345.0, 4444.0
8345.0, 4444.0
8345.0, 4444.0
8345.0, 4444.0
8345.0, 4444.0
8345.0, 4444.0
8345.0, 4444.0
8345.0, 4444.0
